series_id,slug_title,title
GYXM79M56,dragon-quest-the-adventure-of-dai,"""DRAGON QUEST The Adventure of Dai"""
G6MG20446,dragonar-academy,"""Dragonar Academy"""
GY2PQ04PY,dragonaut--the-resonance-,"""Dragonaut -THE RESONANCE-"""
G63V7VN4Y,dramatical-murder,"""DRAMAtical Murder"""
GR8VJW7WR,dream-festival,"""DREAM FESTIVAL!"""
G62487M9Y,dropkick-on-my-devil,"""Dropkick on My Devil!"""
GEXH3WK40,dropout-idol-fruit-tart,"""Dropout Idol Fruit Tart"""
GNVHKNG1Q,drowning-sorrows-in-raging-fire,"""Drowning Sorrows in Raging Fire"""
GDKHZEN80,drug-store-in-another-world---the-slow-life-of-a-cheat-pharmacist,"""Drug Store in Another World - The Slow Life of a Cheat Pharmacist"""
G6Z437QXR,eagle-talon-golden-spell,"""EAGLE TALON ~Golden Spell~"""
GRJ07DM5Y,earl-and-fairy,"""Earl and Fairy"""
GR0X0P1VY,eat-man,"""EAT-MAN"""
GRZJ073V6,eat-man-98,"""EAT-MAN '98"""
GY8DDD58Y,eden-of-the-east,"""Eden of the East"""
G79H23XJJ,edens-zero,"""EDENS ZERO"""
GRDK118DY,eiken,"""Eiken"""
G4PH0WEZP,el-cazador-de-la-bruja,"""El Cazador de la Bruja"""
G69PZJX0Y,el-hazard-the-wanderers,"""El-Hazard: The Wanderers"""
GYP83KPJY,eldlive,"""elDLIVE"""
GYE5Z5JNR,elegant-yokai-apartment-life,"""Elegant Yokai Apartment Life"""
G69VK484Y,elemental-gelade,"""Elemental Gelade"""
GYW4455K6,emma-a-victorian-romance,"""Emma: A Victorian Romance"""
G649D0KPY,endride,"""Endride"""
GRP52G1JR,endro,"""ENDRO!"""
GJ0H7Q8J0,engage-kiss,"""Engage Kiss"""
GXJHM3P49,ensemble-stars,"""Ensemble Stars"""
GYGG92K7Y,erased,"""ERASED"""
GYQ42D876,ergo-proxy,"""Ergo Proxy"""
GRQ40V31Y,eromanga-sensei,"""Eromanga Sensei"""
GG5H5XEGG,estab-life-great-escape,"""ESTAB LIFE: Great Escape"""
G6Q4Q41ZR,etotama,"""ETOTAMA"""
GYWE82VMY,eureka-seven-ao,"""Eureka Seven AO"""
GQWH0MP75,eureka-seven-hi-evolution,"""Eureka Seven Hi-Evolution"""
G6E5098GY,evil-or-live,"""EVIL OR LIVE"""
GQWH0MX7Q,ex-arm,"""EX-ARM"""
G6MGX3DG6,excel-saga,"""Excel Saga"""
G6248J99Y,extra-olympia-kyklos,"""Extra Olympia Kyklos"""
G3KHEVQQG,extreme-hearts,"""Extreme Hearts"""
GRE5KGN36,eyeshield-21,"""Eyeshield 21"""
GW4HM757E,fafner,"""Fafner"""
G1XHJV2DX,fairies-album,"""Fairies Album"""
G79H230EM,fairy-gone,"""Fairy gone"""
GYZXQWMV6,fairy-musketeers,"""Fairy Musketeers"""
G1XHJV873,fairy-ranmaru,"""Fairy Ranmaru"""
G6DQDD3WR,fairy-tail,"""Fairy Tail"""
G4PH0WMN7,fairy-tail-movies,"""Fairy Tail Movies"""
GR1XP20GR,fan-chronicles-a-crunchyroll-documentary-series,"""Fan Chronicles: A Crunchyroll Documentary Series"""
G65PV1NE6,fan-service,"""Fan Service"""
GMEHME4QD,fanfare-of-adolescence,"""Fanfare of Adolescence"""
G79H230JM,fantasia-sango---realm-of-legends,"""Fantasia Sango - Realm of Legends"""
GDKHZE431,farewell-my-dear-cramer,"""Farewell, My Dear Cramer"""
GRQ4Z4XQY,fastest-finger-first,"""Fastest Finger First"""
G8DHV7972,fatal-fury-ova,"""Fatal Fury OVA"""
G79H23K5W,fatal-fury-the-motion-picture,"""Fatal Fury: The Motion Picture"""
GXJHM397N,fategrand-carnival,"""Fate/Grand Carnival"""
GYNQ3N8ZY,fategrand-order-first-order,"""Fate/Grand Order ‐First Order‐"""
GRZJEMV36,fategrand-order--moonlightlostroom-,"""Fate/Grand Order -MOONLIGHT/LOSTROOM-"""
GR24JZ886,fategrand-order-absolute-demonic-front-babylonia,"""Fate/Grand Order Absolute Demonic Front: Babylonia"""
G3KHEV0M2,fategrand-order-the-stage---the-grand-temple-of-time-solomon-ars-nova,"""Fate/Grand Order THE STAGE - The Grand Temple of Time: Solomon Ars Nova"""
GRDQV79DY,fatekaleid-liner-prisma-illya,"""Fate/kaleid liner PRISMA ILLYA"""
GY8V11X7Y,fatestay-night,"""Fate/stay night"""
G4PH0WJQZ,fatestrange-fake--whispers-of-dawn-,"""Fate/strange Fake -Whispers of Dawn-"""
GRJQ04Z3Y,fatezero,"""Fate/Zero"""
GZJH3DPM1,fena-pirate-princess,"""Fena: Pirate Princess"""
GYG57JWEY,fight-league-gear-gadget-generators,"""Fight League: Gear Gadget Generators"""
G65PGDE76,final-fantasy-xv-episode-ardyn--prologue,"""FINAL FANTASY XV: EPISODE ARDYN – PROLOGUE"""
GYQWNXPZY,fire-force,"""Fire Force"""
G0XHWM1MK,firefighter-daigo-rescuer-in-orange,"""Firefighter Daigo: Rescuer in Orange"""
GY3VGKV9R,first-love-monster,"""FIRST LOVE MONSTER"""
GR79P2NJ6,fist-of-the-blue-sky-regenesis,"""Fist of the Blue Sky: Regenesis"""
G6752ZK3R,fist-of-the-north-star,"""Fist of the North Star"""
GY09GKE2Y,flame-of-recca,"""Flame of Recca"""
GRDK3DD4Y,flcl,"""FLCL"""
G69P31P9Y,flesh-for-the-beast-tsukikos-curse,"""Flesh for the Beast: Tsukiko's Curse"""
G24H1N898,flow,"""FLOW"""
G65VE2G36,flying-witch,"""Flying Witch"""
GY49PDGVR,folktales-from-japan,"""Folktales from Japan"""
G6GG91P26,food-wars-shokugeki-no-soma,"""Food Wars! Shokugeki no Soma"""
GP5HJ8WJG,for-whom-the-alchemist-exists-the-movie,"""For Whom The Alchemist Exists The Movie"""
GYGGKQ88Y,forest-fairy-five,"""FOREST FAIRY FIVE"""
GRZXZ9EGY,fractale,"""Fractale"""
G64PPXMZR,frankenstein-family,"""Frankenstein Family"""
GXJHM378Z,freakangels,"""FreakAngels"""
GRDQV2VWY,free---iwatobi-swim-club,"""Free! - Iwatobi Swim Club"""
GRDQE71GY,freezing,"""Freezing"""
GG5H5XQX4,frieren-beyond-journeys-end,"""Frieren: Beyond Journey's End"""
G6ZJMGEXY,fruits-basket,"""Fruits Basket"""
GQWH0M7VP,fruits-basket-2001,"""Fruits Basket (2001)"""
G1XHJVE5K,full-dive-this-ultimate-next-gen-full-dive-rpg-is-even-shittier-than-real-life,"""Full Dive: This Ultimate Next-Gen Full Dive RPG Is Even Shittier than Real Life!"""
GR2PQ9K0R,full-metal-panic,"""Full Metal Panic!"""
GR4PVDGEY,full-metal-panic-invisible-victory,"""Full Metal Panic! Invisible Victory"""
GRDK9DE1Y,full-metal-panic-the-second-raid,"""Full Metal Panic! The Second Raid"""
G6VN78NXR,full-metal-panic-fumoffu,"""Full Metal Panic? Fumoffu"""
GRGGPG93R,fullmetal-alchemist-brotherhood,"""Fullmetal Alchemist: Brotherhood"""
GRGG932PR,fushigi-yugi,"""Fushigi Yugi"""
GRWE2W42R,fushigi-yugi-ova,"""Fushigi Yugi OVA"""
GRX038W06,fushigi-yugi-eikoden,"""Fushigi Yugi: Eikoden"""
G24H1NJE2,futsal-boys,"""Futsal Boys!!!!!"""
GY5VKE9EY,future-card-buddyfight,"""Future Card Buddyfight"""
GRJQNG8XY,fuuka,"""Fuuka"""
GMEHMEWK0,fuuto-pi,"""FUUTO PI"""
GRNQVWWJR,ga-geijutsuka-art-design-class,"""GA Geijutsuka Art Design Class"""
G6ZXZD93R,ga-rei-zero,"""Ga-Rei-Zero"""
GR09WNG7R,gabriel-dropout,"""Gabriel DropOut"""
GY24KV85R,gad-guard,"""Gad Guard"""
GR193JZE6,gakuen-alice,"""Gakuen Alice"""
G64901MJY,gakuen-handsome,"""Gakuen Handsome"""
GMEHME7EJ,gakuen-heaven,"""Gakuen Heaven"""
G4PH0WEDW,gal--dino,"""Gal & Dino"""
GYQ4M8016,galaxy-express-999,"""Galaxy Express 999"""
GR5V1JKGR,gamers,"""GAMERS!"""
GKEH2G87N,ganbare-doukichan,"""GANBARE DOUKICHAN"""
G6MG10376,gankutsuou,"""Gankutsuou"""
G6P8918Q6,gantz,"""GANTZ"""
GR49G1GE6,gargantia-on-the-verdurous-planet,"""Gargantia on the Verdurous Planet"""
GRVN7ZW3Y,garo--vanishing-line-,"""GARO -VANISHING LINE-"""
GR5VMPM5R,garo-crimson-moon,"""GARO: CRIMSON MOON"""
G609X0846,gdgd-fairies,"""gdgd Fairies"""
GR2P8QV2R,gdgd-mens-party,"""gdgd men's party"""
G6MEK122R,gegege-no-kitaro,"""GeGeGe no Kitaro"""
GW4HM758E,gekidol,"""Gekidol"""
GYKKD90MY,genie-family-2020,"""Genie Family 2020"""
GYGGVJQ5Y,genshiken-second-season,"""Genshiken Second Season"""
GRNQJ5Z9R,ghastly-prince-enma-burning-up,"""Ghastly Prince Enma Burning Up"""
G9VHN978M,ghost-hunt,"""Ghost Hunt"""
GYDKQX9Z6,ghost-in-the-shell-arise,"""Ghost in the Shell: Arise"""
G6MGP0K46,ghost-stories,"""Ghost Stories"""
G63VE554Y,giant-gorg,"""Giant Gorg"""
GR3K2EXXR,gibiate,"""GIBIATE"""
G6NQJ2ZZ6,gifu-dodo-kanetsugu-and-keiji,"""Gifu Dodo!! Kanetsugu and Keiji"""
G649G581Y,gingitsune-messenger-fox-of-the-gods,"""Gingitsune: Messenger Fox of the Gods"""
GYQ4MKDZ6,gintama,"""Gintama"""
GW4HM755M,gintama-the-very-final,"""Gintama: The Very Final"""
GY19NQ2QR,girl-friend-beta,"""Girl Friend BETA"""
GEXH3WP97,girlfriend-girlfriend,"""Girlfriend, Girlfriend"""
G6VN7WW0R,girls-bravo,"""Girls Bravo"""
GW4HM7GQX,girls-frontline,"""Girls' Frontline"""
GYG5XKQ1Y,girly-air-force,"""Girly Air Force"""
GRG5WWD4R,given,"""given"""
G8DHV7D17,given-drama,"""given (Drama)"""
GYP8PPDGY,gj-club,"""GJ CLUB"""
GY8D2D88Y,glass-fleet,"""Glass Fleet"""
GRWEXQEER,glass-mask,"""Glass Mask"""
G9VHN9P7W,gleipnir,"""Gleipnir"""
GVDHX8VN5,gloomy-the-naughty-grizzly,"""GLOOMY THE NAUGHTY GRIZZLY"""
GR3VK50W6,go-lion,"""Go Lion"""
G6VDMN306,goblin-slayer,"""GOBLIN SLAYER"""
GRDQNDVZY,god-eater,"""God Eater"""
G6JQ1MW8R,god-mars,"""God Mars"""
GZJH3D0K2,god-mazinger,"""GOD MAZINGER"""
GR19N7DV6,golden-boy,"""Golden Boy"""
GY8DWQN5Y,golden-kamuy,"""Golden Kamuy"""
GYJQGMNX6,good-luck-girl,"""Good Luck Girl"""
G8DHVNJ5V,good-luck-ninomiya-kun,"""Good Luck! Ninomiya-kun"""
GYG5GW91Y,gosick,"""Gosick"""
GRZJ0M446,granbelm,"""GRANBELM"""
GRVN4W13Y,granblue-fantasy-the-animation,"""GRANBLUE FANTASY: The Animation"""
GYEMEVGVR,grand-blues,"""Grand Blues!"""
GYW4HPEK1,gravion,"""Gravion"""
G9VHN9DXX,gravitation,"""Gravitation"""
GRVNX917Y,grimgar-ashes-and-illusions,"""Grimgar, Ashes and Illusions"""
G679ZQKKY,grimms-notes-the-animation,"""Grimms Notes the Animation"""
G9VHN97GM,ground-control-to-psychoelectric-girl,"""Ground Control to Psychoelectric Girl"""
GRVNE7N4Y,group-watch,"""Group Watch"""
GRQ4QG4GY,gto---the-animation,"""GTO - The Animation"""
GZJH3D0N5,guilty-crown,"""Guilty Crown"""
GY8VK5G8Y,gun-x-sword,"""Gun X Sword"""
GZJH3D8D8,gunbuster,"""Gunbuster"""
GY09GJ77Y,gunbuster-2,"""Gunbuster 2"""
GY9VDNJ0R,gundam-build-divers,"""Gundam Build Divers"""
G6Q40NG1R,gundam-build-fighters,"""Gundam Build Fighters"""
GY197VD9R,gungrave,"""Gungrave"""
GDKHZEPP3,gunma-chan,"""Gunma Chan"""
GYZX14J96,gunslinger-girl,"""Gunslinger Girl"""
GY75KPZ56,gunslinger-stratos,"""Gunslinger Stratos"""
GRVDWZZ4R,gurazeni-money-pitch,"""Gurazeni: Money Pitch"""
GR097JN7R,gurren-lagann,"""Gurren Lagann"""
GR9P7JMV6,guyver-the-bioboosted-armor,"""Guyver: The Bioboosted Armor"""
GXYZ123,gxyz123,"""GXYZ123"""
GY8VJKNGY,h2o-footprints-in-the-sand,"""H2O: Footprints in the Sand"""
GYX0PN4MR,haganai,"""Haganai"""
G79H23XN2,haikara-san-here-comes-miss-modern,"""Haikara-san: Here Comes Miss Modern"""
GY8VM8MWY,haikyu,"""Haikyu!!"""
GW4HM7N7X,hajime-no-ippo-the-fighting,"""Hajime No Ippo: The Fighting!"""
GR4PQX0WY,hakata-mentai-pirikarako-chan,"""Hakata Mentai! Pirikarako-chan"""
GYJQG29X6,hakata-tonkotsu-ramens,"""Hakata Tonkotsu Ramens"""
G6MGP0V26,hakone-chan,"""Hakone-chan"""
GYNV4Z7JR,hakubo,"""Hakubo"""
GDKHZE2Q7,hakuoki-demon-of-the-fleeting-blossom,"""Hakuoki ~Demon of the Fleeting Blossom~"""
GZJH3DXQD,hakuoki-demon-of-the-fleeting-blossom-drama,"""Hakuoki ~Demon of the Fleeting Blossom~ (Drama)"""
GY9P7JN9R,hakyu-hoshin-engi,"""HAKYU HOSHIN ENGI"""
GY5VJN1DY,hamatora,"""Hamatora"""
GYW4W70M6,hana-yori-dango-boys-over-flowers,"""Hana Yori Dango (Boys Over Flowers)"""
G8DHV7EEG,hanabichan-the-girl-who-popped-out-of-the-game-world,"""Hanabichan ~The girl who popped out of the game world~"""
G6E5XJ59Y,hanasakeru-seishonen,"""Hanasakeru Seishonen"""
GR9PVW336,hanasaku-iroha,"""Hanasaku Iroha"""
GR2P1Z08R,hanayamata,"""HaNaYaMaTa"""
G6DQM178R,hand-shakers,"""Hand Shakers"""
GVDHX09WV,handa-kun,"""Handa-kun"""
G9VHN97MP,handyman-fellow-jellyfish,"""Handyman Fellow Jellyfish"""
GMEHME849,handyman-saitou-in-another-world,"""Handyman Saitou in another world"""
GRZJXKN86,hanebado,"""HANEBADO!"""
GYWE27EJY,happiness,"""Happiness!"""
GR09G930R,happy-tree-friends,"""Happy Tree Friends"""
GG5H5X002,harem-in-the-labyrinth-of-another-world,"""Harem in the Labyrinth of Another World"""
G79H23ZD5,harmonquest,"""HarmonQuest"""
G65PV3GK6,harukana-receive,"""Harukana Receive"""
G0XHWM4D8,hatena-illusion,"""Hatena Illusion"""
GR9PV4V06,hayate-the-combat-butler,"""Hayate the Combat Butler!"""
GYQ4MG4P6,hayate-the-combat-butler-season-1--2,"""Hayate the Combat Butler! (Season 1 & 2)"""
GRQW4DPPR,he-was-anime-nfls-mike-daniels,"""He Was Anime (NFL's Mike Daniels)"""
GXJHM37WP,healer-girl,"""Healer Girl"""
GY9V4N8ER,healin-good-pretty-cure,"""Healin' Good Pretty Cure"""
GR75391ZY,heat-guy-j,"""Heat Guy J"""
G79H23XX8,heaven-officials-blessing,"""Heaven Official's Blessing"""
G0XHWMV4G,heavens-design-team,"""Heaven's Design Team"""
GR79V3VN6,heavens-lost-property,"""Heaven's Lost Property"""
G6P8ZPGK6,hell-girl-fourth-twilight,"""Hell Girl: Fourth Twilight"""
GJ0H7Q5ZJ,hells-paradise,"""Hell's Paradise"""
GKEH2G7GG,hells,"""Hells"""
G649DPXQY,hellsing,"""Hellsing"""
GYWEQ4Q3Y,hellsing-ultimate,"""Hellsing Ultimate"""
GQWH0MX4W,hensuki---are-you-willing-to-fall-in-love-with-a-pervert-as-long-as-shes-a-cutie,"""Hensuki - Are you willing to fall in love with a pervert, as long as she’s a cutie?"""
GYGG7GD4Y,hero-tales,"""Hero Tales"""
GYJQV0Q26,herobank,"""HEROBANK"""
G8DHV74PV,heroic-age,"""Heroic Age"""
G0XHWM023,heroines-run-the-show,"""Heroines Run the Show"""
G6Q4WP11R,heroman,"""HEROMAN"""
GY5P0K48Y,hetalia,"""Hetalia"""
G6X04JEPY,heybot,"""HEYBOT!"""
GXJHM3NW5,higehiro-after-being-rejected-i-shaved-and-took-in-a-high-school-runaway,"""Higehiro: After Being Rejected, I Shaved and Took in a High School Runaway"""
G8DHV74W5,high-card,"""HIGH CARD"""
G4PH0WMEX,high-guardian-spice,"""High Guardian Spice"""
GR2P21J9R,high-school-dxd,"""High School DxD"""
GYXJKGDN6,high-school-prodigies-have-it-easy-even-in-another-world,"""High School Prodigies Have It Easy Even In Another World"""
G4PH0WXEM,higurashi-when-they-cry---gou,"""Higurashi: When They Cry - GOU"""
G69PV5EVY,hikakin-beatbox,"""Hikakin Beatbox"""
GYK53VPPR,himegoto,"""Himegoto"""
GYG5VG03Y,himote-house-a-share-house-of-super-psychic-girls,"""HIMOTE HOUSE: A share house of super psychic girls"""
GRX0ZKZK6,hina-logic---from-luck--logic,"""Hina Logic - from Luck & Logic"""
G6E58N5VY,hinako-note,"""Hinako Note"""
GR79PWJ16,hinamatsuri,"""HINAMATSURI"""
G60X7D34R,hinomaru-sumo,"""Hinomaru Sumo"""
G63VMXEQY,hitori-no-shita---the-outcast,"""Hitori No Shita - The Outcast"""
GYEX47296,hitoribocchi-no-marumaruseikatsu,"""Hitoribocchi no Marumaruseikatsu"""
GRZJXGX46,holmes-of-kyoto,"""Holmes of Kyoto"""
GRE51QMX6,holy-knight,"""Holy Knight"""
GYNVWN4GR,honey-and-clover,"""Honey and Clover"""
G9VHN9P43,horimiya,"""Horimiya"""
G4PH0WXMM,hortensia-saga,"""Hortensia SAGA"""
G1XHJV3MV,how-a-realist-hero-rebuilt-the-kingdom,"""How a Realist Hero Rebuilt the Kingdom"""
GRZJ1PK86,how-clumsy-you-are-miss-ueno,"""How clumsy you are, Miss Ueno."""
GP5HJ80VJ,how-heavy-are-the-dumbbells-you-lift,"""How Heavy Are the Dumbbells You Lift?"""
GYZJXWWGR,how-not-to-summon-a-demon-lord,"""How Not to Summon a Demon Lord"""
GRDQPN8KY,how-to-keep-a-mummy,"""How to Keep a Mummy"""
GEXH3W2Q5,hula-fulla-dance,"""Hula Fulla Dance"""
G24H1NJQ2,human-lost,"""Human Lost"""
GY5VX7QEY,hundred,"""Hundred"""
GY3VKX1MR,hunter-x-hunter,"""Hunter x Hunter"""
GYQ4WQ976,hyakko,"""Hyakko"""
G609QXV76,hybrid-x-heart-magias-academy-ataraxia,"""Hybrid x Heart Magias Academy Ataraxia"""
G6P585256,hyouka,"""Hyouka"""
GY3VZ8KXR,hyperdimension-neptunia,"""Hyperdimension Neptunia"""
GP5HJ8EV9,hypnosismic--division-rap-battle--rhyme-anima,"""HYPNOSISMIC -Division Rap Battle- Rhyme Anima"""
G65VK1N76,i-cant-understand-what-my-husband-is-saying,"""I Can't Understand What My Husband Is Saying"""
GR19Q7GG6,i-couldnt-become-a-hero-so-i-reluctantly-decided-to-get-a-job,"""I Couldn’t Become a Hero, So I Reluctantly Decided to Get a Job."""
GEXH3W49E,i-got-a-cheat-skill-in-another-world-and-became-unrivaled-in-the-real-world-too,"""I Got a Cheat Skill in Another World and Became Unrivaled in The Real World, Too"""
G1XHJV0ZV,i-shall-survive-using-potions,"""I Shall Survive Using Potions!"""
GP5HJ84M5,im-giving-the-disgraced-noble-lady-i-rescued-a-crash-course-in-naughtiness,"""I'm Giving the Disgraced Noble Lady I Rescued a Crash Course in Naughtiness"""
GVDHX851V,im-in-love-with-the-villainess,"""I'm in Love with the Villainess"""
G79H23VD4,im-kodama-kawashiri,"""I'M KODAMA KAWASHIRI"""
G6Q9GGE26,im-standing-on-a-million-lives,"""I'm Standing on a Million Lives"""
GG5H5X0JK,im-the-villainess-so-im-taming-the-final-boss,"""I'm the Villainess, So I'm Taming the Final Boss"""
GW4HM79VM,ive-been-killing-slimes-for-300-years-and-maxed-out-my-level,"""I've Been Killing Slimes For 300 Years And Maxed Out My Level"""
G79H230GE,id-invaded,"""ID: INVADED"""
GYK5JGKWR,idol-incidents,"""Idol Incidents"""
GW4HM7NM3,idol-time-pripara,"""Idol Time Pripara"""
GRE50NQV6,idolish7,"""IDOLiSH7"""
GVDHX83JZ,idolls,"""Idolls!"""
G3KHEVQW5,idoly-pride,"""Idoly Pride"""
G6DK3X9GR,if-its-for-my-daughter-id-even-defeat-a-demon-lord,"""If It's for My Daughter, I'd Even Defeat a Demon Lord"""
GXJHM39E9,if-my-favorite-pop-idol-made-it-to-the-budokan-i-would-die,"""If My Favorite Pop Idol Made It to the Budokan, I Would Die"""
G675KQ51R,iida-tokimeki-trip,"""Iida Tokimeki Trip"""
G24H1NJ8D,ikebukuro-west-gate-park,"""Ikebukuro West Gate Park"""
G24H1NZXD,ikki-tousen,"""Ikki Tousen"""
GYQ4ZWV46,in-another-world-with-my-smartphone,"""In Another World With My Smartphone"""
G64PV1WJR,in-search-of-the-lost-future,"""In Search of the Lost Future"""
GJ0H7QXWZ,in-the-heart-of-kunoichi-tsubaki,"""In the Heart of Kunoichi Tsubaki"""
GMEHME51P,in-the-land-of-leadale,"""In the Land of Leadale"""
GYZJEEQGR,inspectre,"""In/Spectre"""
G79H23WQ7,inazma-delivery,"""INAZMA DELIVERY"""
GYE5KVMNR,inferno-cop,"""Inferno Cop"""
G9VHN9PDW,infinite-dendrogram,"""Infinite Dendrogram"""
G5PHNMWZX,initial-d,"""Initial D"""
GYX0JWZMR,interlude,"""Interlude"""
G6Q43113R,interviews-with-monster-girls,"""Interviews With Monster Girls"""
GR2P14M5R,inugami-san-to-nekoyama-san,"""Inugami-san to Nekoyama-san"""
GRQWE1K7R,inukami,"""Inukami!"""
G8DHV7E9Q,inuyashiki-last-hero,"""INUYASHIKI LAST HERO"""
GYWE22KGY,investor-z-motion-manga,"""Investor Z (Motion Manga)"""
GDKHZED8D,irina-the-vampire-cosmonaut,"""Irina: The Vampire Cosmonaut"""
G24H1NW17,irodorimidori,"""Irodorimidori"""
G6DQN9KGR,is-it-wrong-to-try-to-pick-up-girls-in-a-dungeon,"""Is It Wrong to Try to Pick Up Girls in a Dungeon?"""
GR2P1P2KR,is-the-order-a-rabbit,"""Is the Order a Rabbit?"""
G6NQ3DZX6,is-this-a-zombie,"""Is this a Zombie?"""
GY79GJX1R,isekai-cheat-magician,"""Isekai Cheat Magician"""
G6J0WJ05R,isekai-izakaya-japanese-food-from-another-world,"""Isekai Izakaya: Japanese Food From Another World"""
GR8DN7N7R,isekai-quartet,"""ISEKAI QUARTET"""
GYW4E1GE6,island,"""ISLAND"""
GYE51Q81R,isuca,"""ISUCA"""
GJ0H7Q53J,itakiss,"""ItaKiss"""
GRJK7WV4Y,iwakakeru--sport-climbing-girls-,"""Iwakakeru -Sport Climbing Girls-"""
GRDQKP57Y,ixion-saga-dt,"""Ixion Saga DT"""
GRNQ1PDZR,izetta-the-last-witch,"""Izetta: The Last Witch"""
G8DHV7KWX,ichu,"""I★CHU"""
GRWEQ4ZNR,japa-con-presents-agent-hazap,"""Japa Con Presents: Agent HaZAP"""
G6NQV80X6,japanese-anime-classic-collection,"""Japanese Anime Classic Collection"""
GR5PJ2NQR,jingai-san-no-yome,"""Jingai-san no Yome"""
GQWH0MPM2,jinki-extend,"""Jinki: Extend"""
G5PHNM7G1,jinsei---life-consulting,"""JINSEI - Life Consulting"""
GYE5K8NPR,jk-meshi,"""JK-MESHI!"""
GYP8DP1MY,jojos-bizarre-adventure,"""JoJo's Bizarre Adventure"""
GY8VXP2JY,joker-game,"""JOKER GAME"""
GJ0H7Q4E9,joran-the-princess-of-snow-and-blood,"""JORAN THE PRINCESS OF SNOW AND BLOOD"""
GRMGWEM3R,jormungand,"""Jormungand"""
G3KHEVQ95,josee-the-tiger-and-the-fish,"""Josee, the Tiger and the Fish"""
G69VK8M8Y,joshi-kausei,"""Joshi Kausei"""
GG5H5X38V,jubei-chan-2-the-counterattack-of-siberia-yagyu,"""Jubei-Chan 2: The Counterattack of Siberia Yagyu"""
GRJQKG1EY,jubei-chan-the-ninja-girl,"""Jubei-chan: The Ninja Girl"""
GRDV0019R,jujutsu-kaisen,"""JUJUTSU KAISEN"""
G6K51X9GY,juni-taisenzodiac-war,"""JUNI TAISEN：ZODIAC WAR"""
GNVHKNPP7,junior-high-and-high-school-kimetsu-academy-story,"""Junior High and High School!! Kimetsu Academy Story"""
G68V4NDJ6,junji-ito-collection,"""Junji Ito Collection"""
GRMGM57VR,junjo-romantica,"""Junjo Romantica"""
GRNQ2QMQR,junjo-romantica-3,"""Junjo Romantica 3"""
G68D2DQW6,jyu-oh-sei,"""Jyu-Oh-Sei"""
G6WE42PG6,kaasan-moms-life,"""Kaasan Mom's Life"""
GR24GX896,kabaneri-of-the-iron-fortress,"""Kabaneri of the Iron Fortress"""
GR3VP21Z6,kado-the-right-answer,"""KADO: The Right Answer"""
GNVHKNG05,kageki-shojo,"""Kageki Shojo!!"""
GRMGP3V7R,kagewani,"""KAGEWANI"""
G3KHEV73Z,kaginado,"""KAGINADO"""
GRJ0J828Y,kaguya-sama-love-is-war,"""KAGUYA-SAMA: LOVE IS WAR"""
G6P50M4G6,kaiba,"""Kaiba"""
G6GGV5WW6,kaiji,"""Kaiji"""
GYQ4MK936,kaiju-girls,"""KAIJU GIRLS"""
G79H23XVZ,kaina-of-the-great-snow-sea,"""Kaina of the Great Snow Sea"""
G6MEK1ZGR,kakuriyo--bed--breakfast-for-spirits-,"""Kakuriyo -Bed & Breakfast for Spirits-"""
G0XHWM00Z,kakushigoto,"""Kakushigoto"""
G609ZVNW6,kaleido-star,"""Kaleido Star"""
GRKEQ8EWR,kamen-no-maid-guy,"""Kamen no Maid Guy"""
GZJH3D898,kamierabi-godapp,"""KamiErabi GOD.app"""
G6NQJZQ36,kamigami-no-asobi,"""Kamigami no Asobi"""
GNVHKNP4J,kamikatsu-working-for-god-in-a-godless-world,"""KamiKatsu: Working for God in a Godless World"""
G649PQNWY,kamisama-dolls,"""Kamisama Dolls"""
GRE5KE7P6,kamisama-hajimemashita,"""Kamisama Hajimemashita"""
GYJQVX726,kancolle,"""KanColle"""
GYMGDK3GY,kanojo-ga-flag-wo-oraretara-if-her-flag-breaks,"""Kanojo ga Flag wo Oraretara (If Her Flag Breaks)"""
GRDQ44G1Y,kanokon,"""Kanokon"""
GZJH3D0VK,kanon,"""Kanon"""
G6X0P133Y,karakai-jozu-no-takagi-san,"""KARAKAI JOZU NO TAKAGI-SAN"""
G6754G8VR,karneval,"""Karneval"""
GYGVNVEDY,katana-maidens--tomoshibi,"""Katana Maidens -Tomoshibi"""
GY2420WPR,katana-maidens--mini-toji,"""Katana Maidens ~ Mini Toji"""
GY9P1KVER,katana-maidens--toji-no-miko,"""Katana Maidens ~ Toji No Miko"""
GRE5Z5196,katsugeki-touken-ranbu,"""Katsugeki TOUKEN RANBU"""
GMEHME7DJ,kawagoe-boys-sing--now-or-never-,"""KAWAGOE BOYS SING -Now or Never-"""
GYP84XNVY,kaze-no-stigma,"""Kaze No Stigma"""
GY0X54Q96,keep-your-hands-off-eizouken,"""Keep Your Hands Off Eizouken!"""
GY2PW178Y,keijo,"""Keijo!!!!!!!!"""
GXJHM3D8W,kekkaishi,"""Kekkaishi"""
G6Q4WK1QR,kemeko-dx,"""Kemeko DX"""
GRGGK327R,kemono-friends,"""Kemono Friends"""
GKEH2G492,kemono-jihen,"""Kemono Jihen"""
G8DHV7EPX,kemono-michi-rise-up,"""Kemono Michi: Rise Up"""
GEXH3W859,kenichi-the-mightiest-disciple,"""KenIchi: The Mightiest Disciple"""
GY49D29ZR,kenka-bancho-otome--girl-beats-boys-,"""Kenka Bancho Otome -Girl Beats Boys-"""
